,title,company,salary,summary
19,PC SUPPORT SPECIALIST III,Dollar General,,"Analyzes and resolves complex 2nd and 3rd level problems with business applications, networking, hardware and technical project implementation in the corporate…"
20,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
21,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
22,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
23,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
24,Illustrator,SMPL LLC,,Seeking client approval for ideas with rough visuals - this stage may involve going back to the drawing board several times to rework sketches.
25,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
26,Work at Home Technical Support & Sales Representative,Asurion,$16.50 an hour,"As a Technical Support and Sales Representative, you will provide exceptional customer and technical support on the phone or via messages through our website,…"
27,"Customer Success Specialist, ToneDen",Eventbrite,,"Understanding the current challenges that our customers face irrespective of the ToneDen platform (e.g. organic reach is going down, social advertising is…"
28,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
29,Specialist,Apple,,Strong communication skills that let you converse as freely and comfortably with small groups as with individual customers.
30,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
31,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
32,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
33,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
34,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
35,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
36,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
37,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
38,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
39,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
40,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
41,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
42,Account Executive - Season Ticket Services,Tennessee Titans,,"Work game days and service customer needs, make in-seat visits, answer phones, assist fans and interact with season ticket members during special game day…"
43,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
44,Ticket Office Specialist,Vanderbilt University,,"Please note, all candidates selected for an offer of employment are subject to pre-employment background checks, which may include but are not limited to, based…"
45,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
46,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
47,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
48,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
49,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
50,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
51,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
52,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
53,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
54,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
55,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
56,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
57,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
58,PC SUPPORT SPECIALIST III,Dollar General,,"Analyzes and resolves complex 2nd and 3rd level problems with business applications, networking, hardware and technical project implementation in the corporate…"
59,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
60,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
61,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
62,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
63,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
64,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
65,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
66,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
67,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
68,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
69,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
70,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
71,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
72,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
73,Seasonal Warehouse Attendant (Immediate Openings) - Earn $15...,Amazon,From $15 an hour,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
74,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
75,Find jobs with Flexible Hours!,Indeed Gigs,,"Whether it’s hiring for online work from home, part time, entry level or no experience jobs, you get to have flexible schedule!"
76,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
77,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
78,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
79,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
80,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
81,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
82,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
83,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
84,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
85,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
86,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
87,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
88,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
89,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
90,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
91,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
92,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
93,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
94,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
95,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
96,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
97,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
98,PC SUPPORT SPECIALIST III,Dollar General,,"Analyzes and resolves complex 2nd and 3rd level problems with business applications, networking, hardware and technical project implementation in the corporate…"
99,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
100,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
101,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
102,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
103,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
104,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
105,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
106,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
107,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
108,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
109,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
110,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
111,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
112,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
113,Seasonal Warehouse Team Member,Amazon HVH,,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
114,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
115,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
116,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
117,Ticket Office Specialist,Vanderbilt University,,"Please note, all candidates selected for an offer of employment are subject to pre-employment background checks, which may include but are not limited to, based…"
118,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
119,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
120,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
121,Accounts Payable Specialist,HealthTrust,,Match supplier credit memos with hospital debit memos and process them in a timely manner; Investigate and resolve any identified discrepancies.
122,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
123,Patient Attendant,Ascension,,Remove visible hazards and/or broken equipment from immediate environment and report as appropriate.Perform basic patient monitoring activities under the…
124,Specialist,Apple,,Strong communication skills that let you converse as freely and comfortably with small groups as with individual customers.
125,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
126,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
127,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
128,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
129,Seasonal Warehouse Attendant (Immediate Openings) - Earn $15...,Amazon,From $15 an hour,"In this active job you sort packages into delivery routes.Overnight, Early Morning, Day, Evening, Weekend.Benefits: Our range of benefits can include health…"
130,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
131,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
132,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
133,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
134,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
135,Customer Solutions Specialist,Amazon.com Services LLC,,"As a Customer Solutions Specialist for the OpsTechIT Supply Chain Operations Customer Service Team, you will own customer fulfillment, utilizing various tools…"
136,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
137,Bookseller - Part-Time,Barnes & Noble,,"Ensure all customer transactions are processed accurately and in a timely manner.Greet and establish rapport with customers, proactively engaging them in…"
138,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
139,PC SUPPORT SPECIALIST III,Dollar General,,"Analyzes and resolves complex 2nd and 3rd level problems with business applications, networking, hardware and technical project implementation in the corporate…"
140,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
141,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
142,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
143,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
144,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
145,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
146,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
147,Accounts Payable Specialist,HealthTrust,,Match supplier credit memos with hospital debit memos and process them in a timely manner; Investigate and resolve any identified discrepancies.
148,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
149,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
150,Ticket Office Specialist,Vanderbilt University,,"Please note, all candidates selected for an offer of employment are subject to pre-employment background checks, which may include but are not limited to, based…"
151,1st Shift Part Time Warehouse Associate - Starting at $19.00...,ALDI,From $19 an hour,Ability to safely and properly operate powered industrial equipment.Year 1 - $19.00/hour (average less than 30 hours per week).
152,Technical Specialist,Apple,,"Flexibility to regularly rotate through different technical specialties and skill sets.As a Technical Specialist, you help new owners get started and current…"
153,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
154,Specialist,Apple,,Strong communication skills that let you converse as freely and comfortably with small groups as with individual customers.
155,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
156,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
157,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
158,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
159,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
160,Guest Advocate (Cashier or Front of Store Attendant/ Cart At...,TARGET,,Make a connection with guests by engaging in friendly and genuine conversation throughout each transaction; asking open ended questions about the guest’s…
161,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
162,Accounts Payable Specialist,HealthTrust,,Match supplier credit memos with hospital debit memos and process them in a timely manner; Investigate and resolve any identified discrepancies.
163,Animal Caretaker,US Department of Veterans Affairs,$18.55 - $21.67 an hour,"Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other…"
164,Deputy Clerk Position - Nashville,Tennessee State Courts,,"In particular, the work requires knowledge and skill in data entry and organizational skills with an emphasis on details."
165,Seasonal Warehouse Team Member,Amazon HVH,,"If you need flexibility in your schedule, this job allows you to choose from available shifts each week to create your own."
166,Warehouse Person (Loader) - 1st shift FT/Days,PepsiCo,$18.49 an hour,"Driving a forklift (e.g., performing basic operations such as driving forwards, driving backwards, lifting and lowering boom, maneuvering in tight areas without…"
167,COVID-19 Vaccination Call Center Representative - REMOTE (WO...,NAVIENT,$16 an hour,"Answer inbound calls from state consumers on the COVID-19 virus, register consumers for the vaccination and schedule appointments in the state provided system."
168,Warehouse Package Handler,FedEx Ground PH US,$16 an hour ++,AND The “weekend” sorts will be paid at plus $2 an hour over the other sorts.AND All sorts and Schedules will be paid at plus $1 an hour.
169,Social Media Assistant,"iHeartMedia, Inc.",,"Create and write social copy for social posts and artist programs.Knowledge of social networking platforms including, but not limited to: Facebook, Twitter,…"
170,Gate Checker (FT/Nights),PepsiCo,$20 an hour,Receive and store incoming items according to warehouse standards.Counts truck inventory and keeps accurate records of finished goods transported out of the…
171,Front Desk Receptionist,Milan Laser Hair Removal,$15 an hour,Field incoming calls to schedule appointments and answer general questions.Assist Sales Manager in outgoing calls to clients for consultation follow-up and…
172,Ticket Office Specialist,Vanderbilt University,,"Please note, all candidates selected for an offer of employment are subject to pre-employment background checks, which may include but are not limited to, based…"
